flow_duration,ip_proto,srcport,dstport,byte_count,packet_count,type
769995,6,53039,53,392,11,0
224465,6,53067,53,96,11,0
225021,6,53066,53,108,11,0
224479,6,53068,53,105,11,0
282101,6,53095,53,100,11,0
281900,6,53096,53,88,11,0
281719,6,53097,53,129,11,0
282493,6,53101,53,126,11,0
283085,6,53100,53,138,11,0
301891,6,53102,53,167,11,0
30419610,6,53034,443,0,4,0
30249638,6,53080,443,0,4,0
30493645,6,53093,443,0,4,0
30493797,6,53091,443,0,4,0
30493260,6,53094,443,0,4,0
987,6,53094,443,0,2,0
961,6,53091,443,0,2,0
60636500,6,52933,443,0,4,0
60636300,6,52935,443,0,4,0
60635929,6,52936,443,0,4,0
117136651,0,0,0,0,40,0
92539739,6,62627,443,380,16,0
321081,6,53109,53,100,11,0
320857,6,53110,53,88,11,0
320637,6,53111,53,129,11,0
274414,6,53114,53,138,11,0
277426,6,53116,53,167,11,0
276897,6,53117,53,138,11,0
276402,6,53119,53,167,11,0
278364,6,53115,53,126,10,0
277057,6,53118,53,126,11,0
182083,6,53129,53,86,11,0
195312,6,53128,53,98,11,0
195336,6,53130,53,127,11,0
101905021,0,0,0,0,5,0
90731200,0,0,0,0,4,0
90714528,0,0,0,0,4,0
60502449,6,65496,4070,55,9,0
90209432,6,62407,443,657,9,0
90138174,0,0,0,0,4,0
93377036,6,65487,443,264,16,0
90070403,17,57621,57621,176,4,0
89922041,0,0,0,0,2,0
80390597,0,0,0,0,3,0
80314601,0,0,0,0,3,0
118178927,0,0,0,0,5,0
118318616,0,0,0,0,5,0
258777,6,53137,53,130,11,0
258114,6,53139,53,152,10,0
256033,6,53141,53,86,11,0
256674,6,53140,53,98,11,0
259069,6,53138,53,118,11,0
255235,6,53143,53,98,11,0
254985,6,53144,53,86,11,0
254711,6,53145,53,120,11,0
256656,6,53142,53,120,11,0
383787,6,53156,53,138,10,0
383651,6,53157,53,126,11,0
383518,6,53158,53,167,11,0
386298,6,53161,53,131,11,0
386895,6,53160,53,90,11,0
387443,6,53159,53,102,11,0
308702,6,53167,53,114,11,0
309292,6,53166,53,126,11,0
308733,6,53168,53,123,11,0
85249,17,54987,53,217,2,0
121704,17,55758,53,229,2,0
112648590,0,0,0,0,4,0
80293545,6,62627,443,285,13,0
279649,6,53178,53,129,11,0
280046,6,53179,53,117,11,0
67632,6,52710,443,1,2,0
410881,0,0,0,0,5,0
1401195,6,53172,443,6745,17,0
70607,6,52710,443,1,2,0
45232854,6,62407,443,438,6,0
40202478,0,0,0,0,2,0
119992961,17,5353,5353,176,4,0
594263,6,53172,443,0,2,0
31196328,6,65487,443,132,8,0
59496319,6,65496,4070,33,6,0
665199,6,53277,80,298,7,0
2132971,6,53172,443,0,2,0
40129074,0,0,0,0,2,0
30001538,17,57621,57621,88,2,0
63527572,6,53261,443,0,4,0
343340,6,53331,443,4561,13,0
1328189,6,443,53261,227,2,0
29954,17,49665,53,143,2,0
65491880,6,53268,443,0,4,0
10491130,6,53388,443,0,4,0
10553801,6,53386,443,0,4,0
10448269,6,53392,443,0,4,0
10824408,6,53394,5228,0,4,0
10563081,6,53422,443,0,4,0
10562859,6,53423,443,0,4,0
10547283,6,53425,443,0,4,0
85,6,53425,443,0,2,0
30216213,6,53398,443,0,4,0
2104105,6,53183,443,7786,24,0
89124166,0,0,0,0,4,0
100990007,0,0,0,0,16,0
97178236,0,0,0,0,8,0
92304719,17,5353,5353,2163,14,0
62580644,0,0,0,0,2,0
80606740,0,0,0,0,7,0
117120650,0,0,0,0,44,0
90559969,0,0,0,0,4,0
91064749,0,0,0,0,7,0
4142502,6,53319,443,8823,21,0
92126460,0,0,0,0,4,0
95142301,0,0,0,0,12,0
99007948,0,0,0,0,5,0
101353957,0,0,0,0,6,0
90618099,0,0,0,0,5,0
112158366,0,0,0,0,7,0
90631818,0,0,0,0,4,0
95684006,6,53190,80,1202,10,0
95748058,6,53189,80,2084,17,0
95625430,0,0,0,0,4,0
63448,6,53189,80,0,2,0
63568,6,53190,80,0,2,0
80236501,0,0,0,0,3,0
110384781,0,0,0,0,5,0
10835111,6,53486,443,0,4,0
10630855,6,53492,443,0,4,0
102194,6,53183,443,1,2,0
90014098,17,52599,53,1006,8,0
90198557,17,53059,53,1014,8,0
90199105,17,52176,53,916,8,0
90199105,17,63950,53,935,8,0
90006889,0,0,0,0,3,0
90437839,0,0,0,0,4,0
96246758,0,0,0,0,4,0
118680387,17,5353,5353,6633,30,0
90228642,0,0,0,0,3,0
60540940,17,50497,53,2267,20,0
60305109,17,61793,53,1765,18,0
80254250,0,0,0,0,3,0
117142897,0,0,0,0,40,0
90618849,0,0,0,0,4,0
90763999,0,0,0,0,4,0
92118470,0,0,0,0,4,0
92083734,0,0,0,0,4,0
101784758,0,0,0,0,5,0
76472523,0,0,0,0,3,0
90222361,0,0,0,0,4,0
89949643,0,0,0,0,3,0
110394956,0,0,0,0,5,0
80252932,0,0,0,0,3,0
65627114,6,53516,443,0,4,0
31293065,0,0,0,0,7,0
110383682,0,0,0,0,5,0
104338798,0,0,0,0,7,0
90113273,0,0,0,0,4,0
605757,0,0,0,0,4,0
63083154,0,0,0,0,5,0
90068223,17,52176,53,966,8,0
90070796,17,53059,53,968,8,0
90003772,17,52599,53,868,8,0
90087757,17,63950,53,1014,8,0
58880376,6,53183,443,77,7,0
80256924,0,0,0,0,3,0
109,0,0,0,0,2,0
117132623,0,0,0,0,40,0
91085617,0,0,0,0,4,0
90966452,0,0,0,0,4,0
161866,0,0,0,0,2,0
378608,0,0,0,0,3,0
92129837,0,0,0,0,4,0
92146603,0,0,0,0,4,0
90491524,0,0,0,0,4,0
102410416,0,0,0,0,5,0
90282584,0,0,0,0,3,0
102442675,0,0,0,0,3,0
80252325,0,0,0,0,3,0
90005481,0,0,0,0,3,0
90232739,0,0,0,0,3,0
110633936,0,0,0,0,5,0
145962,0,0,0,0,3,0
30054069,0,0,0,0,5,0
62745341,0,0,0,0,2,0
379940,0,0,0,0,4,0
110404185,0,0,0,0,6,0
90012733,0,0,0,0,3,0
449066,0,0,0,0,4,0
37262,17,52599,53,214,2,0
162450,17,52176,53,226,2,0
162116,17,63950,53,264,2,0
76767527,17,5353,5353,1977,50,0
109569274,0,0,0,0,4,0
16439230,0,0,0,0,3,0
77355,6,53183,443,1,2,0
80216324,0,0,0,0,3,0
117042220,0,0,0,0,40,0
90436251,0,0,0,0,4,0
90551592,0,0,0,0,4,0
92118658,0,0,0,0,4,0
92102758,0,0,0,0,4,0
90110971,0,0,0,0,5,0
492568,0,0,0,0,5,0
90271646,0,0,0,0,3,0
102784438,0,0,0,0,7,0
80229670,0,0,0,0,3,0
91128156,0,0,0,0,3,0
1118433,0,0,0,0,9,0
1025583,0,0,0,0,11,0
1153065,0,0,0,0,11,0
201594,0,0,0,0,4,0
90043237,0,0,0,0,2,0
643937,0,0,0,0,5,0
83111690,17,50497,53,680,6,0
41653062,17,61884,53,453,4,0
89980197,0,0,0,0,3,0
159,0,0,0,0,2,0
110392455,0,0,0,0,5,0
402677,0,0,0,0,3,0
641111,0,0,0,0,4,0
110391939,0,0,0,0,5,0
89999391,0,0,0,0,3,0
90582838,0,0,0,0,3,0
67255678,0,0,0,0,3,0
25963718,0,0,0,0,2,0
65631673,6,53561,443,0,4,0
64121461,17,5353,5353,762,2,0
80395328,0,0,0,0,3,0
117351607,0,0,0,0,40,0
565180,0,0,0,0,5,0
90493004,0,0,0,0,4,0
109107338,0,0,0,0,4,0
90524976,0,0,0,0,4,0
92129672,0,0,0,0,4,0
92080013,0,0,0,0,4,0
90726443,0,0,0,0,4,0
119740827,0,0,0,0,2,0
101470799,0,0,0,0,5,0
80401433,0,0,0,0,3,0
90173135,0,0,0,0,3,0
107974425,0,0,0,0,2,0
107999750,0,0,0,0,2,0
108052838,0,0,0,0,2,0
60271147,6,53183,443,53,5,0
90819340,0,0,0,0,3,0
110272206,0,0,0,0,5,0
97733279,0,0,0,0,5,0
4293,17,52599,53,214,2,0
90006884,0,0,0,0,5,0
110398346,0,0,0,0,5,0
152,0,0,0,0,2,0
119803245,17,5353,5353,732,12,0
80412616,0,0,0,0,3,0
117387980,0,0,0,0,40,0
537254,0,0,0,0,2,0
90617697,0,0,0,0,4,0
90520911,0,0,0,0,4,0
92122962,0,0,0,0,4,0
314670,0,0,0,0,2,0
92035399,0,0,0,0,4,0
90215247,0,0,0,0,3,0
75117433,17,49665,53,426,6,0
112834502,0,0,0,0,5,0
80413806,0,0,0,0,3,0
90198431,0,0,0,0,3,0
101673724,0,0,0,0,5,0
61352598,0,0,0,0,3,0
61148181,0,0,0,0,2,0
119876666,0,0,0,0,5,0
139758,6,53183,443,1,2,0
502430,0,0,0,0,6,0
497647,0,0,0,0,4,0
71867255,0,0,0,0,6,0
90248336,0,0,0,0,3,0
90040664,0,0,0,0,3,0
11029211,6,53622,443,0,4,0
12368,6,53622,443,0,2,0
237285,0,0,0,0,4,0
573313,0,0,0,0,6,0
110458459,0,0,0,0,6,0
435519,17,50497,53,346,4,0
93722823,0,0,0,0,6,0
117260719,0,0,0,0,40,0
80464426,0,0,0,0,3,0
87635947,0,0,0,0,10,0
90735477,0,0,0,0,5,0
90719831,0,0,0,0,4,0
90216054,0,0,0,0,3,0
90008300,0,0,0,0,3,0
110402582,0,0,0,0,6,0
92124827,0,0,0,0,6,0
713960,0,0,0,0,4,0
91694767,0,0,0,0,4,0
80466064,0,0,0,0,3,0
44521,17,49665,53,183,2,0
487114,0,0,0,0,4,0
90394995,0,0,0,0,6,0
101358200,0,0,0,0,5,0
65956045,6,53626,443,0,4,0
118,0,0,0,0,2,0
620417,0,0,0,0,5,0
325,0,0,0,0,2,0
115149843,0,0,0,0,5,0
504257,6,53610,443,0,3,0
650376,0,0,0,0,3,0
4078177,0,0,0,0,4,0
190641,0,0,0,0,2,0
606181,0,0,0,0,6,0
658644,0,0,0,0,5,0
89974908,0,0,0,0,3,0
90358474,0,0,0,0,3,0
718794,0,0,0,0,4,0
60160734,6,53183,443,53,5,0
67316116,17,50497,53,745,6,0
67358904,17,63834,53,961,6,0
117239138,0,0,0,0,40,0
80243212,0,0,0,0,3,0
110381273,0,0,0,0,5,0
90978707,0,0,0,0,4,0
90887136,0,0,0,0,4,0
67770,17,50549,53,168,2,0
92118422,0,0,0,0,4,0
92234621,0,0,0,0,4,0
90011969,0,0,0,0,3,0
114824220,0,0,0,0,6,0
110382535,0,0,0,0,5,0
567029,0,0,0,0,7,0
69033537,0,0,0,0,2,0
80234282,0,0,0,0,3,0
90207858,0,0,0,0,4,0
627912,0,0,0,0,5,0
920129,0,0,0,0,5,0
1521848,0,0,0,0,4,0
271520,0,0,0,0,7,0
119532671,0,0,0,0,2,0
244895,0,0,0,0,4,0
455343,0,0,0,0,4,0
116979602,0,0,0,0,38,0
101678689,0,0,0,0,5,0
576189,0,0,0,0,10,0
61002062,6,53676,443,9655,25,0
102069913,0,0,0,0,3,0
136415,6,53183,443,1,2,0
89899548,0,0,0,0,3,0
171573,0,0,0,0,8,0
102,0,0,0,0,2,0
117169146,0,0,0,0,40,0
80297007,0,0,0,0,3,0
90507359,0,0,0,0,4,0
90505621,0,0,0,0,4,0
110477475,0,0,0,0,5,0
116845107,6,53678,443,6219,18,0
116844674,6,53682,443,6214,18,0
551618,6,53674,443,7710,19,0
119910411,0,0,0,0,6,0
100741,6,53674,443,0,2,0
119911029,0,0,0,0,5,0
92121247,0,0,0,0,4,0
92166459,0,0,0,0,4,0
89621289,17,51947,53,1206,18,0
98933569,17,56085,53,1406,18,0
115786007,6,53684,443,6820,18,0
87349456,0,0,0,0,4,0
14294,6,443,53684,24,3,0
80309675,0,0,0,0,3,0
90024854,0,0,0,0,3,0
90419117,0,0,0,0,3,0
98948338,17,52029,53,1332,18,0
110393136,0,0,0,0,5,0
90316517,0,0,0,0,4,0
98501024,0,0,0,0,908,0
101761236,0,0,0,0,5,0
80289554,6,53686,443,10891,26,0
250613,6,53686,443,0,2,0
65555319,6,53702,443,0,4,0
1270618,0,0,0,0,2,0
77116,17,52599,53,226,2,0
86372,17,50444,53,269,2,0
86418,17,55694,53,250,2,0
86106,17,60852,53,320,2,0
117208556,0,0,0,0,40,0
80387987,0,0,0,0,3,0
90853089,0,0,0,0,5,0
90836676,0,0,0,0,4,0
90090272,0,0,0,0,3,0
8537,17,60694,53,94,2,0
107016715,0,0,0,0,3,0
92118499,0,0,0,0,4,0
92047056,0,0,0,0,4,0
116467799,0,0,0,0,5,0
110397400,0,0,0,0,5,0
80382876,0,0,0,0,3,0
99435584,0,0,0,0,8,0
90763532,0,0,0,0,4,0
60109385,6,53183,443,53,5,0
89985772,0,0,0,0,3,0
94,0,0,0,0,2,0
49863065,0,0,0,0,2,0
110407607,0,0,0,0,5,0
818694,0,0,0,0,2,0
115438262,17,5353,5353,572,8,0
102095760,0,0,0,0,5,0
347872,0,0,0,0,4,0
90294677,0,0,0,0,3,0
59011769,0,0,0,0,2,0
118191537,0,0,0,0,496,0
117313322,0,0,0,0,40,0
80246446,0,0,0,0,3,0
90630465,0,0,0,0,4,0
90869068,0,0,0,0,4,0
89974338,0,0,0,0,3,0
92123481,0,0,0,0,4,0
92235022,0,0,0,0,4,0
116170554,6,53755,443,7370,18,0
77090,6,443,53755,24,4,0
80234247,0,0,0,0,3,0
92556281,0,0,0,0,4,0
90316567,0,0,0,0,4,0
125411,6,53183,443,1,2,0
110293686,0,0,0,0,5,0
90003725,0,0,0,0,3,0
101992609,0,0,0,0,5,0
110392998,0,0,0,0,5,0
104561842,0,0,0,0,4,0
3787580,17,65207,53,380,6,0
73779726,17,49271,53,863,12,0
105274646,0,0,0,0,8,0
103423851,17,5353,5353,5856,33,0
30162289,0,0,0,0,2,0
93,0,0,0,0,2,0
117150332,0,0,0,0,40,0
80216330,0,0,0,0,3,0
90585956,0,0,0,0,4,0
90663490,0,0,0,0,4,0
4344604,0,0,0,0,6,0
4502435,0,0,0,0,3,0
587562,0,0,0,0,5,0
92136997,0,0,0,0,4,0
92021638,0,0,0,0,4,0
89959648,0,0,0,0,3,0
80230872,0,0,0,0,3,0
90268475,0,0,0,0,3,0
106924,17,55307,53,120,2,0
100657237,0,0,0,0,5,0
90431344,0,0,0,0,5,0
65848459,6,53786,443,0,4,0
294317,0,0,0,0,3,0
110321373,0,0,0,0,5,0
90032908,0,0,0,0,3,0
102194667,0,0,0,0,5,0
93102751,0,0,0,0,3,0
1557203,0,0,0,0,2,0
110400084,0,0,0,0,6,0
60403055,6,53183,443,53,5,0
117349068,0,0,0,0,40,0
80249832,0,0,0,0,3,0
90621339,0,0,0,0,4,0
90652875,0,0,0,0,4,0
505524,0,0,0,0,3,0
294377,0,0,0,0,3,0
244916,0,0,0,0,4,0
86043575,17,65207,53,640,8,0
86064070,17,49271,53,822,10,0
92120590,0,0,0,0,4,0
92170601,0,0,0,0,4,0
80249302,0,0,0,0,3,0
90265840,0,0,0,0,4,0
90135550,0,0,0,0,3,0
114,0,0,0,0,2,0
90339962,0,0,0,0,3,0
46698,0,0,0,0,2,0
76010,17,64253,53,163,2,0
405644,0,0,0,0,4,0
1058781,0,0,0,0,6,0
23966489,0,0,0,0,4,0
215355,0,0,0,0,4,0
564338,0,0,0,0,5,0
101940242,0,0,0,0,3,0
79333,17,59296,53,118,2,0
110416849,0,0,0,0,5,0
102105572,0,0,0,0,5,0
467823,0,0,0,0,5,0
96978113,0,0,0,0,557,0
90018267,0,0,0,0,3,0
36045465,17,49665,53,213,4,0
98458,17,64863,53,152,2,0
105374,17,56361,53,92,2,0
90264458,0,0,0,0,3,0
5562244,6,54101,443,0,4,0
5582600,6,54102,443,0,4,0
10765928,6,54032,443,0,4,0
10745289,6,54042,443,0,4,0
10802523,6,54038,443,0,4,0
10796310,6,54040,443,0,4,0
10722515,6,54045,443,0,4,0
10747737,6,54056,443,0,4,0
10747707,6,54058,443,0,4,0
10723520,6,54062,443,0,4,0
10792554,6,54061,443,0,4,0
10253025,6,54071,443,0,4,0
118822744,0,0,0,0,4,0
10381597,6,54097,443,0,4,0
10381826,6,54093,443,0,4,0
10170563,6,54110,443,0,4,0
10387952,6,54107,443,0,4,0
70455,6,53183,443,1,2,0
10411230,6,54121,443,0,4,0
10806114,6,54139,443,0,4,0
10387581,6,54163,443,0,4,0
51620,6,54139,443,0,2,0
10388141,6,54161,443,0,4,0
10387298,6,54164,443,0,4,0
10432193,6,54158,443,0,4,0
10881048,6,54156,443,0,4,0
117156546,0,0,0,0,40,0
110396537,0,0,0,0,5,0
80158476,0,0,0,0,3,0
10550725,6,54256,443,0,6,0
10345904,6,54258,443,0,4,0
90759636,0,0,0,0,4,0
90935078,0,0,0,0,4,0
42525,17,60250,53,100,2,0
80221881,6,53810,443,9111,21,0
108641,6,53810,443,24,4,0
94559462,0,0,0,0,10,0
92122843,0,0,0,0,5,0
92081862,0,0,0,0,4,0
80178200,0,0,0,0,3,0
61513580,6,54177,443,0,5,0
64381220,6,54175,443,0,8,0
90625636,0,0,0,0,5,0
856,17,5353,5353,156,2,0
82048275,6,54073,443,0,4,0
90035163,0,0,0,0,3,0
61129415,6,54279,443,9616,24,0
100507016,6,54190,443,0,4,0
100774126,6,54193,443,0,4,0
115673905,6,53822,443,5945,16,0
4497834,6,80,45610,1227,8,1
5606057,6,80,39806,1573,9,1
1879,6,57210,80,0,2,1
1415,6,58674,80,0,2,1
22193,6,36216,80,0,2,1
4541809,6,80,54338,1549,9,1
1122,6,80,52727,1258,7,1
999,6,57646,80,0,2,1
1293,6,58677,80,0,2,1
20150510,6,59392,80,0,2,1
49027,6,80,51911,1249,7,1
15136,6,58562,80,0,2,1
1205356,6,52562,80,984,7,1
952883,6,54939,80,984,7,1
52705,6,55086,80,0,3,1
4426408,6,80,58952,1286,8,1
1098716,6,62911,80,984,7,1
1265,6,80,49760,1207,7,1
2035,6,56079,80,0,2,1
4260411,6,80,36972,1317,8,1
1085,6,47948,80,0,2,1
17725,6,40220,80,0,2,1
1238,6,35262,80,0,2,1
195,6,58730,80,0,2,1
1814,6,58031,80,0,2,1
6117,6,60464,80,0,2,1
2097,6,57437,80,0,2,1
511399,6,80,58659,1271,7,1
1629,6,62181,80,0,2,1
67168,6,80,59623,1245,7,1
12629,6,64281,80,1202,7,1
15440,6,80,63136,1223,7,1
4363644,6,80,41156,1303,8,1
1299,6,80,60534,1202,7,1
29560,6,52752,80,0,2,1
3478414,6,80,51260,1241,9,1
4181298,6,80,45278,1281,9,1
1122842,6,52502,80,984,7,1
3846,6,37974,80,0,2,1
1234,6,61446,80,0,2,1
120245,6,80,60255,1224,7,1
7479,6,62693,80,1210,7,1
4378747,6,80,38256,1621,9,1
1160,6,80,54069,1250,7,1
1039,6,55502,80,0,2,1
4383380,6,80,43380,1279,8,1
4579534,6,80,37768,1291,8,1
3,6,58700,21,0,2,1
1037,6,48934,80,0,2,1
4648769,6,80,36394,1547,10,1
4399641,6,80,60172,1300,8,1
4727210,6,80,60802,1313,8,1
5523808,6,80,49344,1299,9,1
5034,6,46306,80,0,2,1
4543412,6,80,47926,1288,8,1
4425401,6,80,55668,1263,8,1
4078756,6,80,38246,1340,8,1
94189,6,35284,80,0,3,1
1674,6,80,56716,1209,7,1
67483,6,80,55470,1251,7,1
18948787,6,61330,80,0,2,1
4589550,6,80,54644,1240,8,1
1060,6,62680,80,0,2,1
18157,6,40056,80,0,2,1
17124,6,36468,80,0,2,1
1029142,6,49833,80,984,7,1
23246,6,58736,80,0,2,1
1476420,6,52798,80,984,7,1
23476,6,53765,80,0,2,1
496,6,52836,80,0,2,1
1232,6,62058,80,0,2,1
35342,6,47854,80,1307,7,1
3368715,6,80,50042,1240,8,1
21158,6,80,49930,1258,7,1
4427408,6,80,39310,1289,8,1
64,6,4031,80,0,2,1
12324327,6,53861,80,0,2,1
50992,6,55567,80,0,2,1
5541324,6,80,48828,1225,8,1
55106,6,36826,80,0,2,1
106,6,52502,80,0,2,1
1264251,6,55224,80,984,7,1
4650857,6,80,56752,1916,10,1
4535429,6,80,41480,1269,8,1
10702,6,46018,80,0,2,1
5641307,6,80,55370,1645,10,1
4453619,6,80,51664,1308,8,1
4198833,6,80,44594,1226,8,1
3813,6,45282,80,0,2,1
1370,6,80,55822,1245,7,1
3836,6,33078,80,0,2,1
1364,6,54380,80,1203,7,1
8263,6,49732,80,0,2,1
11794,6,43080,80,0,2,1
4204736,6,80,51478,1295,8,1
1420783,6,60938,80,984,7,1
145966,6,80,56359,1250,7,1
7566,6,38246,80,0,2,1
1869,6,56119,80,0,2,1
63568,6,53944,80,0,2,1
4507750,6,80,33782,1281,8,1
31899,6,42652,80,0,2,1
1537,6,53144,80,0,2,1
5166,6,63919,80,0,2,1
4331280,6,80,45060,1232,8,1
898,6,49798,80,0,2,1
31845,6,58626,80,0,2,1
161422,6,42530,80,0,3,1
3227,6,65349,80,0,2,1
4229517,6,80,43948,1253,8,1
4275794,6,80,43228,1287,8,1
16835,6,64027,80,1247,7,1
2124,6,59666,80,0,2,1
870456,6,52245,80,984,7,1
64738,6,48314,80,0,3,1
19361,6,51572,80,0,2,1
71148,6,80,59583,1274,7,1
6488,6,57917,80,1210,7,1
4121457,6,80,41262,1293,9,1
106053,6,59884,80,0,3,1
207,6,40864,80,0,2,1
1040581,6,58747,80,984,7,1
63016665,6,80,33532,1265,9,1
3229,6,80,55807,1244,7,1
596,6,48366,80,0,2,1
4595266,6,80,37768,1261,8,1
15047,6,62668,80,0,2,1
75605,6,53830,80,1305,7,1
65258,6,44146,80,0,3,1
1188,6,65416,80,0,2,1
1922,6,59046,80,0,2,1
1477,6,53050,80,0,2,1
5241201,6,80,58238,1287,9,1
2053,6,35270,80,0,2,1
13898,6,52127,80,1201,7,1
37103,6,51494,80,0,2,1
3127,6,80,60613,1248,7,1
62560535,6,80,41266,1252,9,1
11257,6,45690,80,0,2,1
1494,6,80,64468,1276,7,1
4990453,6,80,55410,1589,9,1
324957,6,80,58868,1234,7,1
1877,6,64337,80,0,2,1
1153,6,65063,80,0,2,1
1220,6,80,58630,1245,7,1
14874453,6,52252,80,0,2,1
1216549,6,62706,80,984,7,1
30712,6,50990,80,0,2,1
781,6,64664,80,0,2,1
4343630,6,80,43634,1253,8,1
4,6,37728,21,0,2,1
2,6,56766,21,0,2,1
4483280,6,80,45606,1265,8,1
4436848,6,80,33658,1263,8,1
4323666,6,80,47456,1345,8,1
4404022,6,80,39410,1260,8,1
4665990,6,80,51484,1256,8,1
4293213,6,80,40336,1254,8,1
14508,6,45550,80,0,2,1
30239,6,80,52428,1247,7,1
4332824,6,80,47968,1243,8,1
1603,6,64668,80,0,2,1
1451826,6,60244,80,984,7,1
17467,6,80,53472,1226,7,1
1312434,6,56213,80,984,7,1
553597,6,80,56108,1196,7,1
28063,6,65270,80,0,2,1
15500,6,38706,80,0,2,1
59605,6,47744,80,0,3,1
1349079,6,54673,80,984,7,1
1543,6,50216,80,0,2,1
4542048,6,80,36934,1292,8,1
28456,6,57942,80,0,2,1
4595448,6,80,39158,1307,8,1
1849,6,55978,80,0,2,1
11141,6,80,63872,1245,7,1
4150446,6,80,52820,1288,8,1
3537,6,57751,80,0,2,1
4124707,6,80,55620,1306,8,1
4477300,6,80,57432,1244,8,1
3927,6,45398,80,0,2,1
13842526,6,49420,80,0,2,1
3435,6,37024,80,0,2,1
29622,6,35030,80,0,2,1
4062909,6,80,40202,1247,8,1
49687,6,80,50445,1251,7,1
3003,6,45530,80,0,2,1
4402107,6,80,49732,1260,8,1
12698,6,54550,80,0,2,1
2203,6,59689,80,0,2,1
9339,6,40290,80,0,2,1
4144575,6,80,35472,1301,8,1
46373,6,58920,80,0,2,1
1797,6,80,52823,1251,7,1
2051,6,80,64951,1219,7,1
34837,6,80,61539,1275,7,1
5225092,6,80,57260,1312,8,1
1322,6,80,63681,1249,7,1
140859,6,56988,80,0,2,1
4541708,6,80,36730,1242,8,1
4588637,6,80,46286,1275,8,1
101727,6,60146,80,0,2,1
51975,6,36390,80,0,3,1
4406667,6,80,48840,1284,8,1
22699,6,62077,80,1222,7,1
32689,6,51024,80,0,2,1
45510,6,51876,80,0,2,1
2284,6,58563,80,0,2,1
4447150,6,80,55368,1239,8,1
1916,6,48882,80,0,2,1
4647,6,65245,80,0,2,1
18574897,6,53272,80,0,2,1
25574,6,41352,80,0,2,1
79062,6,50708,80,0,3,1
13096,6,42770,80,0,2,1
2746,6,80,50950,1261,7,1
5299880,6,80,46270,1693,10,1
4510109,6,80,53186,1287,8,1
4473828,6,80,56178,1289,8,1
1701481,6,57901,80,984,7,1
3171,6,54080,80,0,2,1
1667283,6,53412,80,0,2,1
1684,6,52589,80,0,2,1
15924,6,60086,80,1274,7,1
1910364,6,56498,80,0,2,1
1346,6,57002,80,0,2,1
5632221,6,80,51170,1301,9,1
23368,6,38442,80,0,2,1
15053,6,80,56468,1248,7,1
3591437,6,80,41506,1303,8,1
